IdShip,ShipSource,ShipName,ShipDateMonth,ShipDateYear,ShipTakenLocation,ShipLastage,ShipTonnage,ShipAge,ShipCrewTot,ShipCrewNat,ShipMustPlace,ShipOwnRes,ShipOwnGender,ShipSkipPart,ShipJournEnd,ShipJournBegin,ShipConstrPlace,ShipMustRole,ShipComments,period_coding,OR_place,OR_country,OR_region,OR_northsouth,OR_latitude,OR_longitude,OR_google,OR_coastalKM,OR_coastalclass,OR_placeclass,JE_place,JE_country,JE_region,JE_northsouth,JE_latitude,JE_longitude,JE_google,JE_coastalKM,JE_coastalclass,JE_placeclass,JB_place,JB_country,JB_region,JB_northsouth,JB_latitude,JB_longitude,JB_google,JB_coastalKM,JB_coastalclass,JB_placeclass,SHIP_CONV_TONNAGE,OR_histpol,JE_histpol,JB_histpol,OR_altscan
2228,86,William,9,1702,"Plymouth, Devon",,60,,,"all subjects to the Queen of England, 1 dutch",Jamaica,London,,No data on form,London,Jamaica,english built,FALSE,,1,London,England,Brit,NE,51.506321,-0.12714,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.506321,-0.12714",46.14,waterway,P,London,England,Brit,NE,51.506321,-0.12714,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.506321,-0.12714",46.14,waterway,P,Jamaica,Jamaica,Caribbean,AM,17.97097,-76.788238,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=17.97097,-76.788238",5.28,coastal,C,60,Great Britain,Great Britain,British Empire,
2229,86,Young Tobias of Gottenburgh,8,1703,"Dover, Kent",,70,6,9,all Swedes and danes,all at Gottenburgh,Gottenburgh,,No,Gottenburgh,St Martins,Gottenburgh,FALSE,,1,Gothenburg,Sweden,Scan,NE,57.70129,11.96706,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=57.70129,11.96706",9.58,coastal,P,Gothenburg,Sweden,Scan,NE,57.70129,11.96706,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=57.70129,11.96706",9.58,coastal,P,Saint-Martin-de-Re,France,Fra,SE,46.198952,-1.35834,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=46.198952,-1.35834",9.72,coastal,P,70,Sweden,Sweden,France,EAST_SCAN
2230,86,The William of Leith,4,1709,"Dover, Kent",,170,140,14,scots,,Leith,,No data on form,Rotterdam or Campliere,Alloway in Scotland,Hollands built,FALSE,,1,Leith,Scotland,Brit,NE,55.97749,-3.16411,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=55.97749,-3.16411",4.44,coastal,P,,,,,,,,,,,,,,,,,,,,,170,Kingdom of Great Britain,,,
2231,86,White Fortune of St Malo,9,1709,"Plymouth, Devon",,120,6,27,"all french, 1 negro",,St Malo,,Yes,Placentia in Newfoundland,St Maloes,English built,FALSE,,1,Saint-Malo,France,Fra,SE,48.65049,-2.02328,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.65049,-2.02328",1.68,coastal,P,,,,,,,,,,,Saint-Malo,France,Fra,SE,48.65049,-2.02328,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.65049,-2.02328",1.68,coastal,P,120,France,,France,
2232,86,Young John of Flussing,3,1704,"Plymouth, Devon",,100,,34,all subjects to the States of Holland,all at Flussing,Flussing,,No,Flussing,"island of Santa  May off the coast of Guinea [Maio, Cape Verde ]",Flussing,FALSE,,1,Vlissingen,Netherlands,Ned,NE,51.44257,3.57286,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.44257,3.57286",5.52,coastal,P,Vlissingen,Netherlands,Ned,NE,51.44257,3.57286,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.44257,3.57286",5.52,coastal,P,,,,,,,,,,,100,Netherlands,Netherlands,,
2233,86,Young Tobias,1,1702,Weymouth,,60,13,,all subjects to the duke of Holstein,,Tonningen,,Yes,Bourdux,Tonningen,Dutch built,FALSE,,1,Toenning,Germany,Ger,NE,54.314336,8.9375,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=54.314336,8.9375",0,coastal,p,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,Toenning,Germany,Ger,NE,54.314336,8.9375,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=54.314336,8.9375",0,coastal,p,60,German Kingdoms,France,German Kingdoms,
2234,86,William de Dublin,2,1710,"Plymouth, Devon",,25,,6,"2 Irish, 4 Scots",,Dublin,,No,Bordeaux,Dublin,Liverpool,FALSE,,1,Dublin,Ireland,Brit,NE,53.348068,-6.24827,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.348068,-6.24827",10.91,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,Dublin,Ireland,Brit,NE,53.348068,-6.24827,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.348068,-6.24827",10.91,coastal,P,25,Kingdom of Ireland,France,Kingdom of Ireland,
2235,86,Xevera,7,1710,"Deale, Kent",,50,,9,"2 English, 7 Irish","Dublin, Waterford",Dublin,,No,Waterford,Bordeaux,English built,FALSE,,1,Dublin,Ireland,Brit,NE,53.348068,-6.24827,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.348068,-6.24827",10.91,coastal,P,Waterford,Ireland,Brit,NE,52.262001,-7.11087,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=52.262001,-7.11087",10.15,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,50,Kingdom of Ireland,Kingdom of Ireland,France,
2236,86,Young Tobias of Stavanger,3,1702,Isle of Wight,60,,4,,1 dane the rest norwegians,,Stavanger,,No,St Martins,Stavanger,Stavanger,FALSE,,1,Stavanger,Norway,Scan,NE,58.971031,5.73066,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=58.971031,5.73066",11.64,coastal,P,Saint-Martin-de-Re,France,Fra,SE,46.198952,-1.35834,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=46.198952,-1.35834",9.72,coastal,P,Stavanger,Norway,Scan,NE,58.971031,5.73066,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=58.971031,5.73066",11.64,coastal,P,120,Denmark-Norway,France,Denmark-Norway,WEST_SCAN
2237,86,St Yves de Pempoll,6,1705,Guernsey,,4,4,3,french,,Pempoll,,Yes,St Malo,Pempoll,Pempoll,FALSE,,1,Paimpol,France,Fra,SE,48.778278,-3.03943,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.778278,-3.03943",4.92,coastal,P,Saint-Malo,France,Fra,SE,48.65049,-2.02328,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.65049,-2.02328",1.68,coastal,P,Paimpol,France,Fra,SE,48.778278,-3.03943,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.778278,-3.03943",4.92,coastal,P,4,France,France,France,
2238,86,St Yves of St Servan,7,1704,Guernsey,,4,,3,french,,St Servan,,Yes,St Malo,Morlaix,French built,FALSE,,1,Saint-Servan-sur-Mer,France,Fra,SE,48.638859,-2.01754,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.638859,-2.01754",4.32,coastal,P,Saint-Malo,France,Fra,SE,48.65049,-2.02328,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.65049,-2.02328",1.68,coastal,P,Morlaix,France,Fra,SE,48.577061,-3.82618,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.577061,-3.82618",9.69,coastal,P,4,France,France,France,
2239,86,St Yves Jane of Argenton,5,1707,Guernsey,,20,,5,french,,Argenton,,Yes,Croisick,Brest,french built,FALSE,,1,"Argenton, Landunvez, Bretagne",France,Fra,SE,48.51667,-4.75,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.51667,-4.75",10,coastal,p,Le Croisic,France,Fra,SE,47.295319,-2.51382,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.295319,-2.51382",3.6,coastal,P,Brest,France,Fra,SE,48.390228,-4.48622,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.390228,-4.48622",4.92,coastal,P,20,France,France,France,
2240,86,Wexford Galley of Rotterdam,4,1709,Guernsey,,50,,10,all Irish and scots from Rotterdam,all at Rotterdam,Rotterdam,,No,Rotterdam,Painbeuf in the river Nantes,English built,FALSE,,1,Rotterdam,Netherlands,Ned,NE,51.922871,4.47849,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.922871,4.47849",37.84770702,waterway,P,Rotterdam,Netherlands,Ned,NE,51.922871,4.47849,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.922871,4.47849",37.84770702,waterway,P,Paimbouef,France,Fra,SE,47.288879,-2.03481,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.288879,-2.03481",3.24,coastal,P,50,Netherlands,Netherlands,France,
2241,86,L'Yvon Catherine of Peros,4,1708,Guernsey,,6,,3,french,,Peros,,Yes,St Malo,Peros,french built,FALSE,,1,Peros,France,Fra,SE,48.20000076,-3.93333292,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.200000763,-3.9333329201",23.72,waterway,p,Saint-Malo,France,Fra,SE,48.65049,-2.02328,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.65049,-2.02328",1.68,coastal,P,Peros,France,Fra,SE,48.20000076,-3.93333292,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.200000763,-3.9333329201",23.72,waterway,p,6,France,France,France,
2242,86,William of St Briac,12,1707,Guernsey,,15,,2,french built,,St Briac,,Yes,St Malo,Peroe,french built,FALSE,,1,Saint-Briac-sur-Mer,France,Fra,SE,48.6244812,-2.136820078,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.624481201,-2.1368200779",0.72,coastal,p,Saint-Malo,France,Fra,SE,48.65049,-2.02328,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.65049,-2.02328",1.68,coastal,P,Peros,France,Fra,SE,48.20000076,-3.93333292,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.200000763,-3.9333329201",23.72,waterway,p,15,France,France,France,
2243,86,St Yves of Oberauc,5,1707,Guernsey,,20,,4,french,,Argenton,,Yes,Argenton,Croisicq,french built,FALSE,,1,"Argenton, Landunvez, Bretagne",France,Fra,SE,48.51667,-4.75,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.51667,-4.75",10,coastal,p,"Argenton, Landunvez, Bretagne",France,Fra,SE,48.51667,-4.75,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.51667,-4.75",10,coastal,p,Le Croisic,France,Fra,SE,47.295319,-2.51382,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.295319,-2.51382",3.6,coastal,P,20,France,France,France,
2244,86,William de Nantes,12,1709,Jersey,,80,,16,"13 french, 2 dutch, 1 barbados man",all at Martinicoe,Nantes,,No,Nantes,Martinicoe,french built,FALSE,,1,Nantes,France,Fra,SE,47.218109,-1.55306,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.218109,-1.55306",17.3,coastal,P,Nantes,France,Fra,SE,47.218109,-1.55306,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.218109,-1.55306",17.3,coastal,P,Martinique,Martinique,Caribbean,AM,14.630625,-61.02281,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=14.630625,-61.02281",2.87,coastal,C,80,France,France,French Empire,
2245,261,Active,3,1779,New York,,60,,7,all Americans,all at Philadelphia,Philadelphia,,No,Port au Prince,Philadelphia,New England,FALSE,,2,"Philadelphia, PA",USA,NorthAm,AM,39.95227814,-75.1624527,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.952278137,-75.162452698",9.11,coastal,P,Port au Prince,Haiti,Caribbean,AM,18.543619,-72.339706,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=18.543619,-72.339706",4.92,coastal,P,"Philadelphia, PA",USA,NorthAm,AM,39.95227814,-75.1624527,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.952278137,-75.162452698",9.11,coastal,P,60,USA,French Empire,USA,
2246,261,The Active of Philadelphia,2,1781,Portsmouth,,150,,9,all Americans,all at Philadelphia,Philadelphia,,No,Lorient in France,Philadelphia,Island of Bermuda,FALSE,,2,"Philadelphia, PA",USA,NorthAm,AM,39.95227814,-75.1624527,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.952278137,-75.162452698",9.11,coastal,P,"Lorient, Bretagne",France,Fra,SE,47.750172,-3.36685,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.750172,-3.36685",7.44,coastal,P,"Philadelphia, PA",USA,NorthAm,AM,39.95227814,-75.1624527,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.952278137,-75.162452698",9.11,coastal,P,150,USA,France,USA,
2247,261,Active of Marseille,11,1781,Algier,,,,61,french,,Marseille,,No,Cape Francois in St Domingo,Marseille,,FALSE,,2,Marseille,France,Fra,SE,43.293701,5.37247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.293701,5.37247",11.88,coastal,P,Cap Haitien,Haiti,Caribbean,AM,19.75621,-72.199669,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=19.75621,-72.199669",7.56,coastal,P,Marseille,France,Fra,SE,43.293701,5.37247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.293701,5.37247",11.88,coastal,P,,France,French Empire,France,
2248,261,Addams of Marseille,8,1778,"St. Peter's Port, Guernsey",,140,,10,all French,all at Marseille,Marseille,,Yes,St Pierre de Miguelon,Bordeaux,La Seine near Toulon,FALSE,,2,Marseille,France,Fra,SE,43.293701,5.37247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.293701,5.37247",11.88,coastal,P,Saint-Pierre-et-Miquelon,Canada,NorthAm,AM,46.8852,-56.3159,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=46.8852,-56.3159",11.16,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,140,France,British/French Empire,France,
2249,261,L'Adelaide of Bourdeaux,9,1778,Plymouth,,400,,31,all French,all at Bourdeaux,Bourdeaux,,Yes,Bourdeaux,Martinicoe,Bourdeaux,FALSE,,2,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,Martinique,Martinique,Caribbean,AM,14.630625,-61.02281,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=14.630625,-61.02281",2.87,coastal,C,400,France,France,French Empire,
2250,261,Admiral of Falmouth,4,1780,"Plymouth, Devon",,200,,12,"english, irish, scots, other unknown nations","Passage, several places","Falmouth, Cornwall",,,Plymouth,Passage of Waterford,,FALSE,,2,,,,,,,,,,,Plymouth,England,Brit,NE,50.375801,-4.13689,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=50.375801,-4.13689",4.68,coastal,P,Waterford,Ireland,Brit,NE,52.262001,-7.11087,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=52.262001,-7.11087",10.15,coastal,P,200,,Great Britain,Kingdom of Ireland,
2251,261,Adolphus Fredericus of Stockholme,5,1779,Portsmouth,,440,,18,"15 swedes, 1 Dutch, 2 Germans","15 at Brest, 3 at Cette in France",Stockholm,,Yes,Stetin,Marseille,Havre de Grace,FALSE,,2,Stockholm,Sweden,Scan,NE,59.332298,18.062941,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=59.332298,18.062941",12.35,coastal,P,Szczecin,Poland,Ger,NE,53.425209,14.55549,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.425209,14.55549",19.1,coastal,P,Marseille,France,Fra,SE,43.293701,5.37247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.293701,5.37247",11.88,coastal,P,440,Sweden,Polish-Lithuanian Commonwealth,France,EAST_SCAN
2252,261,Adriana of Dortrecht,1,1781,Bristol,,280,5,10,several nations,"Dotrecht, Ostend, Havre de Grace",Dortrecht,,No,Ostend,Malaga,Dortrecht,FALSE,,2,Dordrecht,Netherlands,Ned,NE,51.811939,4.6566,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.811939,4.6566",37.64,waterway,P,Ostende,Belgium,Ned,NE,51.231258,2.9127,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.231258,2.9127",7.56,coastal,P,Malaga,Spain,Medit,SE,36.718319,-4.42016,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=36.718319,-4.42016",0.96,coastal,P,280,Netherlands,United Provinces/Southern Netherlands,Spain,
2253,262,Adriana of ST Croix,7,1780,New York,,60,,17,Danes,all at St Croix,St Croix,,No,Boston,St Croix,Bermuda,TRUE,,2,"St Croix, Virgin Islands",Virgin Islands,Caribbean,AM,17.73378372,-64.73594666,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=17.733783722,-64.735946655",7.43,coastal,p,"Boston, MA",USA,NorthAm,AM,42.358662,-71.05674,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=42.358662,-71.05674",5.76,coastal,P,"St Croix, Virgin Islands",Virgin Islands,Caribbean,AM,17.73378372,-64.73594666,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=17.733783722,-64.735946655",7.43,coastal,p,60,Danish/British Empire,USA,Danish/British Empire,
2254,262,Adventure,8,1781,New York,,,,6,"americans, irish",,Tortola,,No,Halifax,Island of Tortola,,FALSE,,2,Tortola,Virgin Islands,Caribbean,AM,18.426815,-64.63549,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=18.426815,-64.63549",4.31,coastal,P,"Halifax County, NC",USA,NorthAm,AM,36.25754929,-77.6521225,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=36.257549286,-77.652122498",73.63,inland,r,Tortola,Virgin Islands,Caribbean,AM,18.426815,-64.63549,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=18.426815,-64.63549",4.31,coastal,P,,Danish/British Empire,USA,Danish/British Empire,
2255,262,Adventure,6,1778,New York,,60,,10,americans,all at Hampton in Virginia,Virginia,,No,St Eustatia,Hampton in Virginia,Bermuda,TRUE,,2,Virginia,USA,NorthAm,AM,38.003352,-79.458504,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=38.003352,-79.458504",159.52,coastal,R,Sint Eustatius,Sint Eustatius,Caribbean,AM,17.4890306,-62.973555,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=17.4890306,-62.973555",8.88,coastal,R,"Hampton, VA",USA,NorthAm,AM,37.02779,-76.345123,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=37.02779,-76.345123",4.31,coastal,P,60,USA,Dutch Empire,USA,
2256,262,Adventure,6,1780,New York,,,,3,all Americans,all at Occhanock in Virginia,Virginia,,No,Occhanock in Virginia,Wycombe,Virginia,FALSE,,2,Virginia,USA,NorthAm,AM,38.003352,-79.458504,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=38.003352,-79.458504",159.52,coastal,R,"Occohannock, VA",USA,NorthAm,AM,38.003352,-79.458504,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=38.003352,-79.458504",159.52,coastal,P,Wycombe,England,Brit,NE,51.629398,-0.74739,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.629398,-0.74739",63.72,inland,P,,USA,USA,Great Britain,
2257,260,Adventure,7,1778,New York,,100,,13,"8 Bermudians, 2 Americans, 3 Frenchmen",,North Carolina,,No,North Carolina,St Eustatius,Bermuda,FALSE,,2,North Carolina,USA,NorthAm,AM,35.51551056,-79.09996796,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=35.515510559,-79.099967957",131.88,coastal,R,North Carolina,USA,NorthAm,AM,35.51551056,-79.09996796,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=35.515510559,-79.099967957",131.88,coastal,R,Sint Eustatius,Sint Eustatius,Caribbean,AM,17.4890306,-62.973555,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=17.4890306,-62.973555",8.88,coastal,R,100,USA,USA,Dutch Empire,
2258,262,Adventure,1,1777,New York,,100,,13,of several nations,all at Philadelphia,Philadelphia,,No,Philadelphia,St Croix,,TRUE,,2,"Philadelphia, PA",USA,NorthAm,AM,39.95227814,-75.1624527,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.952278137,-75.162452698",9.11,coastal,P,"Philadelphia, PA",USA,NorthAm,AM,39.95227814,-75.1624527,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.952278137,-75.162452698",9.11,coastal,P,"St Croix, Virgin Islands",Virgin Islands,Caribbean,AM,17.73378372,-64.73594666,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=17.733783722,-64.735946655",7.43,coastal,p,100,USA,USA,Danish/British Empire,
2259,262,L'Affrican,,1782,Portsmouth,,400,8,40,all French,most at St Malo,St Malo,,No,Unknown,Brest,St Malo,TRUE,,2,Saint-Malo,France,Fra,SE,48.65049,-2.02328,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.65049,-2.02328",1.68,coastal,P,x,x,x,x,,,,,x,x,Brest,France,Fra,SE,48.390228,-4.48622,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.390228,-4.48622",4.92,coastal,P,400,France,unclassified,France,
2260,262,L'Age D'Or,3,1780,Dartmouth,,240,,39,"22 french, 17 Italian","20 at Cadiz, 19 at Martinique",Marseilles,,No,Marseille,St Pierre in Martinique,,TRUE,,2,Marseille,France,Fra,SE,43.293701,5.37247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.293701,5.37247",11.88,coastal,P,Marseille,France,Fra,SE,43.293701,5.37247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.293701,5.37247",11.88,coastal,P,Saint-Pierre,Martinique,Caribbean,AM,14.749015,-61.15325,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=14.749015,-61.15325",6.59,coastal,P,240,France,France,French Empire,
2261,263,L'Amable Adelaide,7,1782,Lisbon,,210,,25,all French,all at Marseille,Marseille,,No,Bourbon in the East Indies [Reunion],Marseille,Genoa,FALSE,,2,Marseille,France,Fra,SE,43.293701,5.37247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.293701,5.37247",11.88,coastal,P,Reunion Island,La Reunion,SAfr,AF,-21.11453,55.53206,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=-21.11453,55.53206",22.32,coastal,C,Marseille,France,Fra,SE,43.293701,5.37247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.293701,5.37247",11.88,coastal,P,210,France,French Empire,France,
2262,263,L'Amiable Angelique,8,1778,Jersey,,70,12,6,all French,all at St Valery in Picardy,St Valery,,Yes,St Valery [on Somme],Etaples,St Valery in Picardy,FALSE,,2,Saint-Valery-sur-Somme,France,Fra,SE,50.18808,1.63171,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=50.18808,1.63171",3.84,coastal,P,Saint-Valery-sur-Somme,France,Fra,SE,50.18808,1.63171,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=50.18808,1.63171",3.84,coastal,P,Etaples,France,Fra,SE,50.513939,1.63608,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=50.513939,1.63608",9.22,coastal,P,70,France,France,France,
2263,263,L'Amiable Annette,2,1779,Liverpool,,140,,16,all French,"all at Havre de Gras, 2 english prisoners at Cape Francis",Havre de Gras,,No,Havre de Gras,Cape Francis in St Domingo,,FALSE,,2,Le Havre,France,Fra,SE,49.493488,0.1009,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=49.493488,0.1009",1.92,coastal,P,Le Havre,France,Fra,SE,49.493488,0.1009,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=49.493488,0.1009",1.92,coastal,P,Cap Haitien,Haiti,Caribbean,AM,19.75621,-72.199669,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=19.75621,-72.199669",7.56,coastal,P,140,France,France,French Empire,
2264,263,L'Amiable Constance,9,1781,Liverpool,,150,,21,"some French, more Italians","4 at Marseille, 17 at Cape Francis",Marseille,,No,Marseille,Cape Francis,St Tropez near Marseille,FALSE,,2,Marseille,France,Fra,SE,43.293701,5.37247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.293701,5.37247",11.88,coastal,P,Marseille,France,Fra,SE,43.293701,5.37247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.293701,5.37247",11.88,coastal,P,Cap Haitien,Haiti,Caribbean,AM,19.75621,-72.199669,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=19.75621,-72.199669",7.56,coastal,P,150,France,France,French Empire,
2265,263,L'Amiable Elizabeth,,1781,New York,,100,,29,all French,"part at St Vallery, part at Lorient",Beauvais,,No,Philadelphia in Pennsylvania,Lorient,St Vallery,FALSE,,2,Beauvais,France,Fra,SE,49.429569,2.08315,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=49.429569,2.08315",71.97,inland,P,"Philadelphia, PA",USA,NorthAm,AM,39.95227814,-75.1624527,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.952278137,-75.162452698",9.11,coastal,P,"Lorient, Bretagne",France,Fra,SE,47.750172,-3.36685,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.750172,-3.36685",7.44,coastal,P,100,France,USA,France,
2266,263,L'Alerte,6,1780,Bristol,,130,,18,all French,all at Bordeaux,Bordeaux,,No,Isle of France [Mauritius],Bordeaux,Redon,FALSE,,2,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,Mauritius,Mauritius,SAfr,AF,-20.21999931,57.5890007,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=-20.219999313,57.589000702",15.17,coastal,C,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,130,France,French Empire,France,
2267,263,L'Alert,12,1781,New York,,160,,130,all French,different places in France,French king,,No,Martinicoe,"Newport, Rhode Island",England,FALSE,,2,France,France,Fra,SE,44.83791,3.69429,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.83791,3.69429",97.31,coastal,C,Martinique,Martinique,Caribbean,AM,14.630625,-61.02281,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=14.630625,-61.02281",2.87,coastal,C,"Newport, RI",USA,NorthAm,AM,41.492161,-71.311333,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=41.492161,-71.311333",1.08,coastal,P,160,France,French Empire,USA,
2268,266,L'Alexandre,12,1782,Plymouth,,550,1,100,"mostly French & spaniards, also portugese, swedes, and 2 Americans","Bayonne, Rochelle, Bordeaux",Paris,,No,Port au Prince on the island of St Domingo,Bayonne,Bayonne,FALSE,,2,Paris,France,Fra,SE,48.85693,2.3412,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.85693,2.3412",112.81,inland,P,Port au Prince,Haiti,Caribbean,AM,18.543619,-72.339706,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=18.543619,-72.339706",4.92,coastal,P,Bayonne,France,Fra,SE,43.49287,-1.47627,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.49287,-1.47627",10.17,coastal,P,550,France,French Empire,France,
